Product Name,Model_Number,Series,Color,Laptop_Category,MRP_cleaned,Selling_Price_cleaned,Discount_pct,Price_Difference,Rating_cleaned,Ratings_Count_cleaned,Reviews_Count_cleaned,RAM_GB,RAM_Type,SSD_GB,Screen_Size_inches,Screen_Size_cm,Weight_kg,Processor_Brand,Processor_Name,Processor_Generation_cleaned,Operating_System,Refresh_Rate_Hz,Has_Touchscreen,Is_Gaming_Laptop,Has_OLED_Display,In_Stock,Performance_Score,Warranty_Summary,URL,Review_Count,Review_Summaries,Average_Sentiment,Has_Reviews
"ASUS Vivobook Pro 16X OLED (2021) AMD Ryzen 9 Octa Core 5900HX - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX RTX 3050) M7600QC-L2044TS Creator Laptop (16 Inch, Black, 1.95 kg, With MS Office)",M7600QC-L2044TS,Vivobook Pro 16X OLED (2021),Black,Standard Laptop,84990.0,162990.0,0.0,11035.0,4.3,9,2,16,DDR4,1000.0,16.0,40.64,1.95,AMD,Ryzen 9 Octa Core,13.0,Windows 10 Home,60.0,False,False,True,True,62.0,1 Year onsite Warranty,https://www.flipkart.com/asus-vivobook-pro-16x-oled-2021-amd-ryzen-9-octa-core-5900hx-16-gb-1-tb-ssd-windows-10-home-4-gb-graphics-nvidia-geforce-rtx-3050-m7600qc-l2044ts-creator-laptop/p/itm81d1761503599?pid=COMG8N5PTRZ6SZYC&lid=LSTCOMG8N5PTRZ6SZYC8JNYTH&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_13_294&otracker=search&otracker1=search&fm=organic&iid=834045eb-5a28-4289-8be3-b55c2ca3f11a.COMG8N5PTRZ6SZYC.SEARCH&ppt=None&ppn=None&ssid=xrcq9l8s0w0000001754328615887&qH=c06ea84a1e3dc3c6,2,Brilliant; Really Nice,Positive,True
"ASUS Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ542WS Laptop (15.6 inch, Silver, With MS Office)",X1502ZA-EJ542WS,Unknown,Silver,Standard Laptop,78500.0,53990.0,31.0,24510.0,4.3,0,0,16,DDR4,512.0,15.6,39.62,1.63,Intel,Core i5,12.0,Windows 11 Home,60.0,False,False,False,True,37.12,1 Year Warranty,https://www.flipkart.com/asus-intel-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-x1502za-ej542ws-laptop/p/itm092dfbb4f7bf4?pid=COMGPUDYNVSXBW4W&lid=LSTCOMGPUDYNVSXBW4WU6BVYN&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_12_275&otracker=search&otracker1=search&fm=organic&iid=df80de20-b871-407e-a63e-d62865f5398d.COMGPUDYNVSXBW4W.SEARCH&ppt=None&ppn=None&ssid=4ohfr4ytkw0000001754328611809&qH=c06ea84a1e3dc3c6,0,Just wow!; Fabulous!; Does the job; Value-for-money; Useless product; Terrific purchase,Unknown,False
"ASUS Vivobook 15X Intel Core i5 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) K3504VAB-NJ542WS Thin and Light Laptop (15.6 Inch, Cool Silver, 1.60 Kg, With MS Office)",K3504VAB-NJ542WS,Vivobook 15X,Cool Silver,Thin and Light,87900.0,61900.0,29.0,26000.0,4.1,220,13,16,DDR4,512.0,15.6,39.62,1.6,Intel,Core i5,13.0,Windows 11 Home,60.0,False,False,False,False,37.12,1 Year Onsite Warranty,https://www.flipkart.com/asus-vivobook-15x-intel-core-i5-13th-gen-1315u-16-gb-512-gb-ssd-windows-11-home-k3504vab-nj542ws-thin-light-laptop/p/itm1380a9c9a7ba8?pid=COMGZDQJAEKZ8RA2&lid=LSTCOMGZDQJAEKZ8RA2HDI5SE&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_15_343&otracker=search&otracker1=search&fm=organic&iid=34cc4c74-1c23-4802-967f-c029abf00607.COMGZDQJAEKZ8RA2.SEARCH&ppt=None&ppn=None&ssid=9og300s8w00000001754328624318&qH=c06ea84a1e3dc3c6,10,Worth the money; Must buy!; Terrific purchase; Awesome; Awesome; Nice product; Decent product; Very Good; Best in the market!; Terrific,Positive,True
"ASUS Vivobook 15 Intel Core i5 12th Gen i5-1240P - (8 GB/512 GB SSD/Windows 11 Home) X1502ZA-BQ501WS Laptop (15.6 inch, Transparent Silver, 1.7 kg, With MS Office)",X1502ZA-BQ501WS,Vivobook 15,Transparent Silver,Standard Laptop,72999.0,48500.0,33.0,24499.0,3.5,16,1,8,DDR4,512.0,15.6,39.62,1.7,Intel,Core i5,12.0,Windows 11 Home,60.0,False,False,False,True,21.12,1 Year On site Manufacturing warranty,https://www.flipkart.com/asus-vivobook-15-intel-core-i5-12th-gen-i5-1240p-8-gb-512-gb-ssd-windows-11-home-x1502za-bq501ws-laptop/p/itm1689353cc8f2f?pid=COMGEEXVH3XMFQWT&lid=LSTCOMGEEXVH3XMFQWTCM0L2F&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_15_359&otracker=search&otracker1=search&fm=organic&iid=34cc4c74-1c23-4802-967f-c029abf00607.COMGEEXVH3XMFQWT.SEARCH&ppt=None&ppn=None&ssid=9og300s8w00000001754328624318&qH=c06ea84a1e3dc3c6,1,Waste of money!,Negative,True
"ASUS Vivobook 15 Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home) X1502VA-BQ837WS Thin and Light Laptop (15.6 Inch, Cool Silver, 1.70 Kg, With MS Office)",X1502VA-BQ837WS,Vivobook 15,Cool Silver,Thin and Light,85990.0,61990.0,27.0,24000.0,4.3,153,13,16,DDR4,512.0,15.6,39.62,1.7,Intel,Core i7,13.0,Windows 11 Home,60.0,False,False,False,True,37.12,1 Year Onsite Warranty,https://www.flipkart.com/asus-vivobook-15-intel-core-i7-13th-gen-13620h-16-gb-512-gb-ssd-windows-11-home-x1502va-bq837ws-thin-light-laptop/p/itm500337caaa66d?pid=COMH96FBVPKVYXUE&lid=LSTCOMH96FBVPKVYXUEDJAWKB&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_8_181&otracker=search&otracker1=search&fm=organic&iid=en_jqQaYFNsex9PVitoWi6ac_QlR8nQImjKubl35ccE2vnU5l7l0RFB0OsZ02NSjrTdT1cxn66Cb8k5SxG-HE054PUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=lxgwec2qrk0000001754328594002&qH=c06ea84a1e3dc3c6,10,Worth the money; Pretty good; Best in the market!; Very Good; Decent product; Terrific purchase; Worthless; Perfect product!; Best in the market!; Terrific purchase,Positive,True
"ASUS (2024) Intel Pentium Quad Core N5030 - (4 GB/1 TB HDD/Windows 11 Home) X543MA-GQ1020T Laptop (15.6 inch, Transparent Silver, 1.9 kg)",X543MA-GQ1020T,-2024,Transparent Silver,Standard Laptop,30990.0,24990.0,19.0,6000.0,3.6,5859,834,4,DDR4,512.0,15.6,39.62,1.9,Intel,Pentium Quad Core,13.0,Windows 11 Home,60.0,False,False,False,True,8.0,1 Year Onsite Warranty,https://www.flipkart.com/asus-2024-intel-pentium-quad-core-n5030-4-gb-1-tb-hdd-windows-11-home-x543ma-gq1020t-laptop/p/itm55492479c2d4d?pid=COMFSKF9DHVPZCYZ&lid=LSTCOMFSKF9DHVPZCYZNWWBBD&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_10_235&otracker=search&otracker1=search&fm=organic&iid=15a011ce-d0f8-42f6-aecc-97e6a4294bfb.COMFSKF9DHVPZCYZ.SEARCH&ppt=None&ppn=None&ssid=02nc8turvk0000001754328604196&qH=c06ea84a1e3dc3c6,10,Very Good; Must buy!; Excellent; Nice; Nice product; Nice; Value-for-money; Fair; Very Good; Wonderful,Positive,True
"ASUS Vivobook Go 14 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK321WS Thin and Light Laptop (14 Inch, Cool Silver, 1.38 Kg, With MS Office)",E1404FA-NK321WS,Vivobook Go 14,Cool Silver,Thin and Light,50990.0,30990.0,39.0,20000.0,4.3,1583,150,8,LPDDR5,512.0,14.0,35.56,1.38,AMD,Ryzen 3 Quad Core,13.0,Windows 11 Home,60.0,False,False,False,False,21.12,1 Year Onsite Warranty,https://www.flipkart.com/asus-vivobook-go-14-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-e1404fa-nk321ws-thin-light-laptop/p/itm37ab22cfcf18d?pid=COMH2TPS4KQNJXWH&lid=LSTCOMH2TPS4KQNJXWHAQRRG7&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_11_254&otracker=search&otracker1=search&fm=organic&iid=3b613ac3-4cb2-42b8-88a7-abddd55a197e.COMH2TPS4KQNJXWH.SEARCH&ppt=None&ppn=None&ssid=ki0h15guxc0000001754328607944&qH=c06ea84a1e3dc3c6,10,Perfect product for the price; Pretty good; Just wow!; Good quality product; Really Nice; Worth every penny; Simply awesome; Fair; Worth the money; Really Nice,Positive,True
"ASUS ROG Strix G16 Intel Core i5 13th Gen 13450HX - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3050) G614JJ-N3088WS Gaming Laptop (16 Inch, Gray, 2.50 Kg, With MS Office)",G614JJ-N3088WS,ROG Strix G16,Gray,Gaming,125990.0,108900.0,13.0,17090.0,4.1,234,20,16,DDR5,1000.0,16.0,40.64,2.5,Intel,Core i5,13.0,Windows 11 Home,165.0,False,True,False,True,108.5,1 Year Onsite Warranty,https://www.flipkart.com/asus-rog-strix-g16-intel-core-i5-13th-gen-13450hx-16-gb-1-tb-ssd-windows-11-home-6-gb-graphics-nvidia-geforce-rtx-3050-g614jj-n3088ws-gaming-laptop/p/itm8c3acca540452?pid=COMGSGKJTTVXHAJC&lid=LSTCOMGSGKJTTVXHAJCBXYQIR&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_124&otracker=search&otracker1=search&fm=organic&iid=d760d444-9c9c-446d-8a8b-dbdecfa7e134.COMGSGKJTTVXHAJC.SEARCH&ppt=None&ppn=None&ssid=8aawh4hrk00000001754328584445&qH=c06ea84a1e3dc3c6,10,Nice product; Good choice; Brilliant; Awesome; Worth the money; Good quality product; Just wow!; Mind-blowing purchase; Excellent; Best in the market!,Positive,True
"ASUS Vivobook S14 (2025) with Office 2024 + M365 Basic*, Metallic Design, AI PC Intel Core Ultra 7 255H - (16 GB/512 GB SSD/Windows 11 Home) S3407CA-LY084WS Thin and Light Laptop (14 inch, Cool Silver, 1.4 Kg, With MS Office)",S3407CA-LY084WS,"Vivobook S14 (2025) with Office 2024 + M365 Basic*, Metallic Design, AI PC",Cool Silver,Thin and Light,110990.0,85990.0,22.0,25000.0,4.4,0,0,16,DDR5,512.0,14.0,35.56,1.4,Intel,Core Ultra 7,13.0,Windows 11 Home,60.0,False,False,False,False,37.12,1 Year Onsite Warranty,https://www.flipkart.com/asus-vivobook-s14-2025-office-2024-m365-basic-metallic-design-ai-pc-intel-core-ultra-7-255h-16-gb-512-gb-ssd-windows-11-home-s3407ca-ly084ws-thin-light-laptop/p/itm02e44e5cf3476?pid=COMHCQ5EQPZDYZVV&lid=LSTCOMHCQ5EQPZDYZVV5FLUF2&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_10_223&otracker=search&otracker1=search&fm=organic&iid=15a011ce-d0f8-42f6-aecc-97e6a4294bfb.COMHCQ5EQPZDYZVV.SEARCH&ppt=None&ppn=None&ssid=02nc8turvk0000001754328604196&qH=c06ea84a1e3dc3c6,0,Just wow!; Fabulous!; Does the job; Value-for-money; Useless product; Terrific purchase,Unknown,False
"ASUS VivoBook 14 Intel Core i3 10th Gen 10110U - (4 GB/256 GB SSD/Windows 10 Home) X412FA-EK361T Thin and Light Laptop (14 inch, Transparent Silver, 1.50 kg)",X412FA-EK361T,VivoBook 14,Transparent Silver,Thin and Light,84990.0,40697.0,0.0,25000.0,4.4,6359,961,4,DDR4,256.0,14.0,35.56,1.5,Intel,Core i3,10.0,Windows 10 Home,60.0,False,False,False,False,10.56,1 Year Onsite Warranty,https://www.flipkart.com/asus-vivobook-14-intel-core-i3-10th-gen-10110u-4-gb-256-gb-ssd-windows-10-home-x412fa-ek361t-thin-light-laptop/p/itm963494ad8e673?pid=COMFQV982CHH94WY&lid=LSTCOMFQV982CHH94WYWFBTIG&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_10_236&otracker=search&otracker1=search&fm=organic&iid=15a011ce-d0f8-42f6-aecc-97e6a4294bfb.COMFQV982CHH94WY.SEARCH&ppt=None&ppn=None&ssid=02nc8turvk0000001754328604196&qH=c06ea84a1e3dc3c6,10,Classy product; Just wow!; Wonderful; Best in the market!; Perfect product!; Nice product; Brilliant; Fabulous!; Super!; Delightful,Positive,True
"ASUS Vivobook Go 14 (2025) with Office 2024 + M365 Basic* AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK3325WS Thin and Light Laptop (14 inch, Mixed Black, 1.38 Kg, With MS Office)",E1404FA-NK3325WS,Vivobook Go 14 (2025) with Office 2024 + M365 Basic*,Mixed Black,Thin and Light,43990.0,30990.0,29.0,13000.0,4.2,2520,245,8,LPDDR5,512.0,14.0,35.56,1.38,AMD,Ryzen 3 Quad Core,13.0,Windows 11 Home,60.0,False,False,False,False,21.12,1 Year Onsite Warranty,https://www.flipkart.com/asus-vivobook-go-14-2025-office-2024-m365-basic-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-e1404fa-nk3325ws-thin-light-laptop/p/itm81c6965731b27?pid=COMH9SJ9JFGNNUMH&lid=LSTCOMH9SJ9JFGNNUMHUIBTFH&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_5_113&otracker=search&otracker1=search&fm=organic&iid=0c2bb796-48d7-4e7e-998e-23aa8a4b1059.COMH9SJ9JFGNNUMH.SEARCH&ppt=None&ppn=None&ssid=zwho5v1mo00000001754328579295&qH=c06ea84a1e3dc3c6,10,Wonderful; Fabulous!; Classy product; Delightful; Pretty good; Pretty good; Best in the market!; Highly recommended; Classy product; Pretty good,Positive,True
"ASUS TUF Gaming A15 (2025) AMD Ryzen 7 Octa Core 7435HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/144 Hz) FA506NCR-HN054W Gaming Laptop (15.6 Inch, Graphite Black, 2.3 Kg)",FA506NCR-HN054W,TUF Gaming A15 (2025),Graphite Black,Gaming,83993.0,67990.0,19.0,16003.0,4.1,16,1,16,DDR5,512.0,15.6,39.62,2.3,AMD,Ryzen 7 Octa Core,13.0,Windows 11 Home,144.0,False,True,False,True,101.52,1 Year Onsite Warranty,https://www.flipkart.com/asus-tuf-gaming-a15-2025-amd-ryzen-7-octa-core-7435hs-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-144-hz-fa506ncr-hn054w-laptop/p/itm37a0fb320bef3?pid=COMHA9EC5T2GSJHP&lid=LSTCOMHA9EC5T2GSJHPPD8PKM&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_5_114&otracker=search&otracker1=search&fm=organic&iid=0c2bb796-48d7-4e7e-998e-23aa8a4b1059.COMHA9EC5T2GSJHP.SEARCH&ppt=None&ppn=None&ssid=zwho5v1mo00000001754328579295&qH=c06ea84a1e3dc3c6,1,Wonderful,Positive,True
"ASUS ROG Strix G16 (2025) AI PC with Office 2024 + M365 Basic* Intel Core Ultra 9 275HX - (32 GB/1 TB SSD/Windows 11 Home/12 GB Graphics/NVIDIA GeForce RTX 5070 Ti/240 Hz/140 W) G615LR-S5190WS Gaming Laptop (16 inch, Eclipse Gray, 2.65 kg, With MS Office)",G615LR-S5190WS,ROG Strix G16 (2025) AI PC with Office 2024 + M365 Basic*,Eclipse Gray,Gaming,275990.0,259990.0,5.0,16000.0,4.4,0,0,32,DDR5,1000.0,16.0,40.64,2.65,Intel,Core Ultra 9,13.0,Windows 11 Home,240.0,False,True,False,True,148.0,1 Year Onsite Warranty,https://www.flipkart.com/asus-rog-strix-g16-2025-ai-pc-office-2024-m365-basic-intel-core-ultra-9-275hx-32-gb-1-tb-ssd-windows-11-home-12-gb-graphics-nvidia-geforce-rtx-5070-ti-240-hz-140-w-g615lr-s5190ws-gaming-laptop/p/itm59ca3b2dafe6c?pid=COMHBGQ4PQB7H8KV&lid=LSTCOMHBGQ4PQB7H8KVGQJE10&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_15_346&otracker=search&otracker1=search&fm=organic&iid=34cc4c74-1c23-4802-967f-c029abf00607.COMHBGQ4PQB7H8KV.SEARCH&ppt=None&ppn=None&ssid=9og300s8w00000001754328624318&qH=c06ea84a1e3dc3c6,0,Just wow!; Fabulous!; Does the job; Value-for-money; Useless product; Terrific purchase,Unknown,False
"ASUS Vivobook Go 15 OLED AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-LK322WS Thin and Light Laptop (15.6 Inch, Mixed Black, 1.63 Kg, With MS Office)",E1504FA-LK322WS,Vivobook Go 15 OLED,Mixed Black,Thin and Light,61990.0,34666.0,44.0,27324.0,4.4,4163,455,8,LPDDR5,512.0,15.6,39.62,1.63,AMD,Ryzen 3 Quad Core,13.0,Windows 11 Home,60.0,False,False,True,False,41.12,1 Year Onsite Warranty,https://www.flipkart.com/asus-vivobook-go-15-oled-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-e1504fa-lk322ws-thin-light-laptop/p/itm3de88f71e558b?pid=COMGMGXFE9F37AMQ&lid=LSTCOMGMGXFE9F37AMQLGQ2YD&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_92&otracker=search&otracker1=search&fm=organic&iid=en_x1DaeV48Y8iHkbEtx36dCe7ElV58KM61RFguS-VnoFUgyFcwYiwjehK3dSQfmwR8R2qcp1pPD9COWGcYkpH8BqV8WX5krIChubBlraAu4CQ%3D&ppt=None&ppn=None&ssid=37751brs1s0000001754328574341&qH=c06ea84a1e3dc3c6,10,Best in the market!; Terrific; Perfect product!; Perfect product!; Must buy!; Highly recommended; Good choice; Worth the money; Classy product; love that one..,Positive,True
"ASUS Vivobook 16 (2025), Copilot + PC with Office 2024 + M365 Basic*, AI PC Qualcomm Snapdragon X - (16 GB/512 GB SSD/Windows 11 Home) X1607QA-MB050WS Thin and Light Laptop (16 Inch, Cool Silver, 1.88 Kg, With MS Office)",X1607QA-MB050WS,"Vivobook 16 (2025), Copilot + PC with Office 2024 + M365 Basic*, AI PC",Cool Silver,Thin and Light,84990.0,56826.0,33.0,28164.0,4.1,82,8,16,LPDDR5X,512.0,16.0,40.64,1.88,Qualcomm,Snapdragon X,13.0,Windows 11 Home,60.0,False,False,False,False,37.12,1 Year Onsite Warranty,https://www.flipkart.com/asus-vivobook-16-2025-copilot-pc-office-2024-m365-basic-ai-qualcomm-snapdragon-x-16-gb-512-gb-ssd-windows-11-home-x1607qa-mb050ws-thin-light-laptop/p/itm027fd729972e0?pid=COMH9EVGYMHA7TK4&lid=LSTCOMH9EVGYMHA7TK4BDDAVP&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_7_152&otracker=search&otracker1=search&fm=organic&iid=en_seydQtfBL4EqQVyiVT2uxLK3NnfMHhoAbhRQ3f0SjQkkWH1cuWJL_LXKGuJgNIiL66Z7FnEQrqWZS60LYqTbfPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=doc3oziku80000001754328589521&qH=c06ea84a1e3dc3c6,8,Good choice; Excellent; Awesome; Fabulous!; Useless product; Terrible product; Good; Brilliant,Positive,True
"ASUS Zenbook S16 OLED (2025), MSO 2024 + M365 Basic*, AI PC, Metal Body, AMD Ryzen AI 7 Octa Core 350 - (24 GB/1 TB SSD/Windows 11 Home) UM5606KA-RJ108WS 2 in 1 Laptop (16 inch, Scandinavian White, 1.50 Kg, With MS Office)",UM5606KA-RJ108WS,"Zenbook S16 OLED (2025), MSO 2024 + M365 Basic*, AI PC, Metal Body,",Scandinavian White,2-in-1,170990.0,134990.0,21.0,36000.0,5.0,3,0,24,LPDDR5X,1000.0,16.0,40.64,1.5,AMD,Ryzen AI 7 Octa Core,13.0,Windows 11 Home,120.0,True,False,True,False,90.0,1 Year Onsite Warranty,https://www.flipkart.com/asus-zenbook-s16-oled-2025-mso-2024-m365-basic-ai-pc-metal-body-amd-ryzen-7-octa-core-350-24-gb-1-tb-ssd-windows-11-home-um5606ka-rj108ws-2-1-laptop/p/itm5a385d44d3fb8?pid=COMH9SJ936HUHHHE&lid=LSTCOMH9SJ936HUHHHEVATBQV&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_11_244&otracker=search&otracker1=search&fm=organic&iid=3b613ac3-4cb2-42b8-88a7-abddd55a197e.COMH9SJ936HUHHHE.SEARCH&ppt=None&ppn=None&ssid=ki0h15guxc0000001754328607944&qH=c06ea84a1e3dc3c6,0,Just wow!; Fabulous!; Does the job; Value-for-money; Useless product; Terrific purchase,Unknown,False
"ASUS VivoBook 14 Intel Core i5 11th Gen 1135G7 - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) X415EA-EB572WS Thin and Light Laptop (14 inch, Transparent Silver, 1.60 kg, With MS Office)",X415EA-EB572WS,VivoBook 14,Transparent Silver,Thin and Light,72990.0,47391.0,35.0,25599.0,4.2,766,64,8,DDR4,256.0,14.0,35.56,1.6,Intel,Core i5,11.0,Windows 11 Home,60.0,False,False,False,True,18.56,1 Year Onsite Warranty,https://www.flipkart.com/asus-vivobook-14-intel-core-i5-11th-gen-1135g7-8-gb-1-tb-hdd-256-gb-ssd-windows-11-home-x415ea-eb572ws-thin-light-laptop/p/itm4e269d8e445e4?pid=COMGBF3SMFHGDVFX&lid=LSTCOMGBF3SMFHGDVFXGEOWKZ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_6_133&otracker=search&otracker1=search&fm=organic&iid=d760d444-9c9c-446d-8a8b-dbdecfa7e134.COMGBF3SMFHGDVFX.SEARCH&ppt=None&ppn=None&ssid=8aawh4hrk00000001754328584445&qH=c06ea84a1e3dc3c6,0,Just wow!; Fabulous!; Does the job; Value-for-money; Useless product; Terrific purchase,Unknown,False
"ASUS Intel Core i3 13th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1504VA-NJ322WS Laptop (15.6 inch, Silver, With MS Office)",X1504VA-NJ322WS,Unknown,Silver,Standard Laptop,57990.0,33890.0,41.0,24100.0,3.9,18,0,8,DDR4,512.0,15.6,39.62,1.63,Intel,Core i3,13.0,Windows 11 Home,60.0,False,False,False,True,21.12,1 year Domestic Warranty,https://www.flipkart.com/asus-intel-core-i3-13th-gen-8-gb-512-gb-ssd-windows-11-home-x1504va-nj322ws-laptop/p/itmc40ff39891f72?pid=COMGP4JAYAJDKAUE&lid=LSTCOMGP4JAYAJDKAUEATVTGK&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_15_353&otracker=search&otracker1=search&fm=organic&iid=34cc4c74-1c23-4802-967f-c029abf00607.COMGP4JAYAJDKAUE.SEARCH&ppt=None&ppn=None&ssid=9og300s8w00000001754328624318&qH=c06ea84a1e3dc3c6,0,Just wow!; Fabulous!; Does the job; Value-for-money; Useless product; Terrific purchase,Unknown,False
"ASUS Vivobook 14 Flip OLED 2025 Copilot+PC, MSO 2024+M365 Basic, AI PC, A-Part Metal Intel Core Ultra 5 226V - (16 GB/512 GB SSD/Windows 11 Home) TP3407SA-QL024WS 2 in 1 Laptop (14 Inch, Matte Gray, 1.57 Kg, With MS Office)",TP3407SA-QL024WS,"Vivobook 14 Flip OLED 2025 Copilot+PC, MSO 2024+M365 Basic, AI PC, A-Part Metal",Matte Gray,2-in-1,122990.0,86990.0,29.0,36000.0,4.8,4,1,16,LPDDR5X,512.0,14.0,35.56,1.57,Intel,Core Ultra 5,13.0,Windows 11 Home,60.0,True,False,True,True,57.12,1 Year Onsite warranty,https://www.flipkart.com/asus-vivobook-14-flip-oled-2025-copilot-pc-mso-2024-m365-basic-ai-pc-a-part-metal-intel-core-ultra-5-226v-16-gb-512-gb-ssd-windows-11-home-tp3407sa-ql024ws-2-1-laptop/p/itm7f344f86d1b13?pid=COMH89EBRZGZABHF&lid=LSTCOMH89EBRZGZABHFWPTISJ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_87&otracker=search&otracker1=search&fm=organic&iid=en_x1DaeV48Y8iHkbEtx36dCe7ElV58KM61RFguS-VnoFV2BM-msYgdFygN7vTliaF740rPvN2VLwihVpPcGhuZH_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=37751brs1s0000001754328574341&qH=c06ea84a1e3dc3c6,1,Good choice,Positive,True
"ASUS Vivobook 16 (2025), Copilot + PC with Office 2024 + M365 Basic*, AI PC Qualcomm Snapdragon X - (16 GB/512 GB SSD/Windows 11 Home) X1607QA-MB050WS Thin and Light Laptop (16 Inch, Cool Silver, 1.88 Kg, With MS Office)",X1607QA-MB050WS,"Vivobook 16 (2025), Copilot + PC with Office 2024 + M365 Basic*, AI PC",Cool Silver,Thin and Light,84990.0,56826.0,33.0,28164.0,4.1,82,8,16,LPDDR5X,512.0,16.0,40.64,1.88,Qualcomm,Snapdragon X,13.0,Windows 11 Home,60.0,False,False,False,False,37.12,1 Year Onsite Warranty,https://www.flipkart.com/asus-vivobook-16-2025-copilot-pc-office-2024-m365-basic-ai-qualcomm-snapdragon-x-16-gb-512-gb-ssd-windows-11-home-x1607qa-mb050ws-thin-light-laptop/p/itm027fd729972e0?pid=COMH9EVGYMHA7TK4&lid=LSTCOMH9EVGYMHA7TK4BDDAVP&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_32&otracker=search&otracker1=search&fm=organic&iid=en_lf1GDeSL-72CDyu0jtAKoPd1mDhYUYUyiVxrYkQ72ZcQgT5UqkFv0x-qU7Cw3gIN66Z7FnEQrqWZS60LYqTbfPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=kcx3bhqc1c0000001754328566366&qH=c06ea84a1e3dc3c6,8,Good choice; Excellent; Awesome; Fabulous!; Useless product; Terrible product; Good; Brilliant,Positive,True
"ASUS X1504ZA Intel Core i3 12th Gen 12th Gen Intel Core i3-1215U - (8 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ322WS Thin and Light Laptop (15.6 inch, Cool Silver, 1.70 kg, With MS Office)",X1504ZA-NJ322WS,X1504ZA,Cool Silver,Thin and Light,54990.0,35990.0,34.0,19000.0,4.3,6754,492,8,DDR4,512.0,15.6,39.62,1.7,Intel,Core i3,12.0,Windows 11 Home,60.0,False,False,False,False,21.12,1 YEAR INTERNATIONAL,https://www.flipkart.com/asus-x1504za-intel-core-i3-12th-gen-i3-1215u-8-gb-512-gb-ssd-windows-11-home-x1504za-nj322ws-thin-light-laptop/p/itm200184e4e0443?pid=COMGT2RFWFYDGZJQ&lid=LSTCOMGT2RFWFYDGZJQYQ8DUB&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_5_100&otracker=search&otracker1=search&fm=organic&iid=0c2bb796-48d7-4e7e-998e-23aa8a4b1059.COMGT2RFWFYDGZJQ.SEARCH&ppt=None&ppn=None&ssid=zwho5v1mo00000001754328579295&qH=c06ea84a1e3dc3c6,10,Wonderful; Terrific purchase; Terrific purchase; Simply awesome; Worth the money; Wonderful; Super!; Best in the market!; Good choice; Worth the money,Positive,True
